test_id,PM2.5,PM10,O3
aotizhongxin_aq#0,8.208185332207337,29.284391478632767,15.608696581974469
aotizhongxin_aq#1,9.82265080951838,33.8368336172793,30.611591051526013
aotizhongxin_aq#2,11.314135138914816,36.072073396338034,51.704015325570985
aotizhongxin_aq#3,11.84594591575199,35.896539943033126,66.09221338837108
aotizhongxin_aq#4,11.301102238641217,34.51914975605869,67.70393730826393
aotizhongxin_aq#5,10.476403047156337,32.61496539941398,64.27626799730231
aotizhongxin_aq#6,10.204406193442964,30.050039128539414,62.3953293642179
aotizhongxin_aq#7,10.772030270511431,26.95195756854475,61.84429463085952
aotizhongxin_aq#8,11.860782724372303,24.27777946637758,59.74834161289702
aotizhongxin_aq#9,12.675713281890218,23.130343780641304,55.758269496076124
aotizhongxin_aq#10,12.56989371144694,23.93813580167264,52.60891394672332
aotizhongxin_aq#11,11.726061999804811,26.057160363706515,52.298810864217415
aotizhongxin_aq#12,10.81043004460053,27.679771965744838,53.488693547098585
aotizhongxin_aq#13,10.16683955110529,27.00540623671511,52.098840832492364
aotizhongxin_aq#14,9.57821122092948,24.20380987014478,45.72543881388499
aotizhongxin_aq#15,8.589134320288714,21.032828450391147,36.9895533847588
aotizhongxin_aq#16,7.071184977718765,18.70494532267476,29.6068450595206
aotizhongxin_aq#17,5.41181166337293,17.124878393283932,24.16660045585901
aotizhongxin_aq#18,4.0591823373547955,15.533989766997406,18.933979596352057
aotizhongxin_aq#19,3.156791696471014,13.533227099278657,12.960196232535235
aotizhongxin_aq#20,2.62724647734988,11.587054505113162,7.721554711700934
aotizhongxin_aq#21,2.3609924150273947,10.470104404949554,4.679782405088094
aotizhongxin_aq#22,2.3029903748768956,10.635683845117137,3.683235433833504
aotizhongxin_aq#23,2.456180235160836,12.139206359427689,4.4216297267801785
aotizhongxin_aq#24,2.838730465979629,14.545175696676514,7.669480774597481
aotizhongxin_aq#25,3.397079498221032,16.806314392469456,15.041294948387323
aotizhongxin_aq#26,3.9128965556731683,17.916528867361553,25.40525721761446
aotizhongxin_aq#27,4.09681874960133,17.82934368819324,32.475034495063554
aotizhongxin_aq#28,3.9083892389753467,17.145211928571488,33.26697029571821
aotizhongxin_aq#29,3.623174100004788,16.19942836849902,31.582752542281845
aotizhongxin_aq#30,3.529106322046687,14.92546290860478,30.65853554532427
aotizhongxin_aq#31,3.725414238556442,13.386686163100157,30.38777941469427
aotizhongxin_aq#32,4.101949932556862,12.05845674201875,29.35791306447081
aotizhongxin_aq#33,4.383786673269053,11.488540387047234,27.3973533711606
aotizhongxin_aq#34,4.347189882840267,11.88976015901148,25.849887718817943
aotizhongxin_aq#35,4.055357925946109,12.942252049948447,25.697515634624025
aotizhongxin_aq#36,3.738694470909122,13.748182091347138,26.282175750670433
aotizhongxin_aq#37,3.516114221135793,13.41323342019673,25.59925846695237
aotizhongxin_aq#38,3.3125421639335584,12.021717007333706,22.467627072198667
aotizhongxin_aq#39,2.9704784047077504,10.446731851350084,18.175167096700974
aotizhongxin_aq#40,2.4455086495336142,9.290502632204047,14.547603496954185
aotizhongxin_aq#41,1.8716286271625415,8.505703975260111,11.874487828337108
aotizhongxin_aq#42,1.4038333811370645,7.715530322530815,9.303390051539902
aotizhongxin_aq#43,1.091749321044784,6.7217775737113135,6.368115064325774
aotizhongxin_aq#44,0.9086106508308149,5.755139003170653,3.7940589785217695
aotizhongxin_aq#45,0.8165289679987741,5.200364441341559,2.2994553706511156
aotizhongxin_aq#46,0.7964694601052245,5.282605591933857,1.8097925857813433
aotizhongxin_aq#47,0.8494488588229375,6.02938563516997,2.172609609228399
badaling_aq#0,17.920386852391836,45.64389025190774,48.14248647180925
badaling_aq#1,18.9857294274158,37.59414596711973,94.52659192824012
badaling_aq#2,21.08876207581059,28.814428841665638,139.9782274921175
badaling_aq#3,24.00316734121888,23.579046823464292,149.69491062582293
badaling_aq#4,26.799694883212357,23.494817802238714,140.79350208061922
badaling_aq#5,28.627969540467962,29.53590375132381,145.9086576534195
badaling_aq#6,29.772358333708304,42.74057944530671,174.35831474726638
badaling_aq#7,31.300095248971704,60.20609419086288,208.61518786858582
badaling_aq#8,33.55334636543122,71.30384522668992,215.4587527202372
badaling_aq#9,35.07220300546828,67.58996367245898,193.68833194366815
badaling_aq#10,33.482987903487604,54.33567044096861,174.09281891609422
badaling_aq#11,28.590364195977216,41.50798587963251,170.56088062890953
badaling_aq#12,23.162977200322178,33.34023090019358,164.7511508037304
badaling_aq#13,19.770969620416853,29.486925070368777,126.81525412150513
badaling_aq#14,19.061623169877365,28.380429773265128,70.32059922356503
badaling_aq#15,20.2787396672608,28.360419000892822,32.97633399628016
badaling_aq#16,21.555624329989744,27.862513784053128,18.175217079442117
badaling_aq#17,20.78368075465073,25.89559742705678,14.853503526104548
badaling_aq#18,17.789729175231678,22.66280630961991,17.020114596058594
badaling_aq#19,14.368193300963082,19.351918797695582,20.76783189931424
badaling_aq#20,11.94350843199095,17.12040010198383,21.535079240121412
badaling_aq#21,10.716967069392208,16.42396019848849,19.702099398444528
badaling_aq#22,10.28699887621558,16.925184459618897,20.523148765824757
badaling_aq#23,10.236055897610978,17.433395913645352,30.120955446692804
badaling_aq#24,10.436630450589538,16.377390235117407,59.13096864197807
badaling_aq#25,11.057073906993226,13.48907807066371,116.10220727600942
badaling_aq#26,12.281856315759741,10.3388458552103,171.9281405430999
badaling_aq#27,13.97917295231377,8.460349218053365,183.86264845629836
badaling_aq#28,15.607838937262093,8.430127176457964,172.9295008748076
badaling_aq#29,16.67260540208945,10.597716781170117,179.21218641479905
badaling_aq#30,17.339084481282846,15.335659265376968,214.1554538841629
badaling_aq#31,18.228821167349093,21.60242463258598,256.23142957465257
badaling_aq#32,19.54108911149993,25.58438582031845,264.63703236353206
badaling_aq#33,20.425654025769166,24.251815630488384,237.8975313021051
badaling_aq#34,19.500113139800813,19.496069979928563,213.82935885625588
badaling_aq#35,16.650704475134727,14.89339490717305,209.4912586160533
badaling_aq#36,13.489855725014209,11.962739568674438,202.35546282948062
badaling_aq#37,11.514388906760002,10.580142841717604,155.76072954035874
badaling_aq#38,11.101273563506705,10.183123543465463,86.37121703081247
badaling_aq#39,11.810108434222437,10.175943519344598,40.503154579607916
badaling_aq#40,12.553751607930334,9.997291174239708,22.32369513814974
badaling_aq#41,12.104180407767942,9.291545968078168,18.24380325103117
